Date,Bangkok,Kanchanaburi,Kamphaeng Phet,Khon Kaen,Chanthaburi,Chachoengsao,Chonburi,Trang,Trat,Tak,Nakhon Pathom,Nakhon Phanom,Nakhon Ratchasima,Nakhon Si Thammarat,Nakhon Sawan,Nonthaburi,Narathiwat,Nan,Buriram,Pathum Thani,Prachuap Khiri Khan,Prachinburi,Phra Nakhon Si Ayutthaya,Phayao,Phichit,Phitsanulok,Phuket,Mukdahan,Yala,Rayong,Ratchaburi,Lopburi,Lampang,Lamphun,Sakon Nakhon,Songkhla,Satun,Samut Prakan,Samut Songkhram,Samut Sakhon,Saraburi,Sa Kaeo,Suphan Buri,Surat Thani,Sukhothai,Nong Khai,Udon Thani,Uttaradit,Uthai Thani,Ubon Ratchathani,Chiang Rai,ChiangMai,Phetchabun,Loei,Mae Hong Son,Phrae
2020-04-28,30.33333333,,,,,,,,,,26.0,,,,,25.0,,,,24.0,,,,,,,,,,,,,,,,,,31.2,,33.0,,,,,,,,,,,,,,,,
2020-04-29,33.83333333,,,,,,,,,,33.0,,,,,30.0,,,,34.0,,,,,,,,,,,,,,,,,,32.0,,35.0,,,,,,,,,,,,,,,,
2020-04-30,26.08333333,,,,,,,,,,19.0,,,,,22.0,,,,24.0,,,,,,,,,,,,,,,,,,24.8,,24.0,,,,,,,,,,,,,,,,
2020-05-01,18.66666667,,,,,,,,,,18.0,,,,,16.0,,,,21.0,,,,,,,,,,,,,,,,,,17.4,,17.5,,,,,,,,,,,,,,,,
2020-05-02,16.0,,,,,,,,,,16.0,,,,,14.0,,,,21.0,,,,,,,,,,,,,,,,,,15.0,,17.0,,,,,,,,,,,,,,,,
2020-05-03,14.33333333,,,,,,,,,,16.0,,,,,14.0,,,,16.0,,,,,,,,,,,,,,,,,,15.0,,15.5,,,,,,,,,,,,,,,,
2020-05-04,18.25,,,,,,,,,,17.0,,,,,15.0,,,,20.0,,,,,,,,,,,,,,,,,,17.8,,18.0,,,,,,,,,,,,,,,,
2020-05-05,20.66666667,,,,,,,,,,22.0,,,,,19.0,,,,21.0,,,,,,,,,,,,,,,,,,21.0,,25.0,,,,,,,,,,,,,,,,
2020-05-06,17.0,,,,,,,,,,16.0,,,,,15.0,,,,21.0,,,,,,,,,,,,,,,,,,16.8,,15.5,,,,,,,,,,,,,,,,
2020-05-07,14.0,,,,,,,,,,12.0,,,,,12.0,,,,15.0,,,,,,,,,,,,,,,,,,13.4,,14.5,,,,,,,,,,,,,,,,
2020-05-08,12.33333333,,,,,,,,,,14.0,,,,,12.0,,,,19.0,,,,,,,,,,,,,,,,,,12.6,,15.0,,,,,,,,,,,,,,,,
2020-05-09,9.833333333,,,,,,,,,,13.0,,,,,6.0,,,,13.0,,,,,,,,,,,,,,,,,,11.0,,8.5,,,,,,,,,,,,,,,,
2020-05-10,9.25,,,,,,,,,,5.0,,,,,7.0,,,,10.0,,,,,,,,,,,,,,,,,,9.6,,7.0,,,,,,,,,,,,,,,,
2020-05-11,12.5,,,,,,,,,,15.0,,,,,10.0,,,,13.0,,,,,,,,,,,,,,,,,,14.6,,9.0,,,,,,,,,,,,,,,,
2020-05-12,22.0,,,,,,,,,,20.0,,,,,16.0,,,,20.0,,,,,,,,,,,,,,,,,,23.0,,24.5,,,,,,,,,,,,,,,,
2020-05-13,15.41666667,,,,,,,,,,14.0,,,,,12.0,,,,19.0,,,,,,,,,,,,,,,,,,14.2,,14.0,,,,,,,,,,,,,,,,
2020-05-14,15.58333333,,,,,,,,,,14.0,,,,,13.0,,,,21.0,,,,,,,,,,,,,,,,,,14.4,,11.5,,,,,,,,,,,,,,,,
2020-05-15,13.91666667,,,,,,,,,,11.0,,,,,12.0,,,,18.0,,,,,,,,,,,,,,,,,,12.6,,10.5,,,,,,,,,,,,,,,,
2020-05-16,14.75,,,,,,,,,,12.0,,,,,10.0,,,,19.0,,,,,,,,,,,,,,,,,,13.4,,12.0,,,,,,,,,,,,,,,,
2020-05-17,14.0,,,,,,,,,,16.0,,,,,12.0,,,,19.0,,,,,,,,,,,,,,,,,,14.4,,13.0,,,,,,,,,,,,,,,,
2020-05-18,14.75,,,,,,,,,,14.0,,,,,11.0,,,,17.0,,,,,,,,,,,,,,,,,,14.8,,13.5,,,,,,,,,,,,,,,,
2020-05-19,12.16666667,,,,,,,,,,8.0,,,,,10.0,,,,14.0,,,,,,,,,,,,,,,,,,13.0,,12.0,,,,,,,,,,,,,,,,
2020-05-20,14.41666667,,,,,,,,,,10.0,,,,,12.0,,,,13.0,,,,,,,,,,,,,,,,,,14.6,,14.5,,,,,,,,,,,,,,,,
2020-05-21,16.66666667,,,,,,,,,,12.0,,,,,16.0,,,,20.0,,,,,,,,,,,,,,,,,,16.2,,17.0,,,,,,,,,,,,,,,,
2020-05-22,24.41666667,,,,,,,,,,19.0,,,,,20.0,,,,21.0,,,,,,,,,,,,,,,,,,24.8,,23.0,,,,,,,,,,,,,,,,
2020-05-23,26.08333333,,,,,,,,,,18.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,25.2,,26.0,,,,,,,,,,,,,,,,
2020-05-24,25.08333333,,,,,,,,,,20.0,,,,,22.0,,,,26.0,,,,,,,,,,,,,,,,,,23.2,,21.5,,,,,,,,,,,,,,,,
2020-05-25,21.83333333,,,,,,,,,,18.0,,,,,8.0,,,,19.0,,,,,,,,,,,,,,,,,,22.6,,24.0,,,,,,,,,,,,,,,,
2020-05-26,23.66666667,,,,,,,,,,16.0,,,,,8.0,,,,17.0,,,,,,,,,,,,,,,,,,19.6,,24.0,,,,,,,,,,,,,,,,
2020-05-27,13.91666667,,,,,,,,,,8.0,,,,,4.0,,,,15.0,,,,,,,,,,,,,,,,,,11.6,,11.0,,,,,,,,,,,,,,,,
2020-05-28,11.66666667,,,,,,,,,,7.0,,,,,9.0,,,,10.0,,,,,,,,,,,,,,,,,,12.6,,12.0,,,,,,,,,,,,,,,,
2020-05-29,15.75,,,,,,,,,,7.0,,,,,10.0,,,,13.0,,,,,,,,,,,,,,,,,,17.0,,12.5,,,,,,,,,,,,,,,,
2020-05-30,11.5,,,,,,,,,,8.0,,,,,8.0,,,,15.0,,,,,,,,,,,,,,,,,,12.2,,10.0,,,,,,,,,,,,,,,,
2020-05-31,10.41666667,,,,,,,,,,5.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,12.6,,7.5,,,,,,,,,,,,,,,,
2020-06-01,11.75,,,,,,,,,,7.0,,,,,10.0,,,,12.0,,,,,,,,,,,,,,,,,,12.4,,12.0,,,,,,,,,,,,,,,,
2020-06-02,11.25,,,,,,,,,,6.0,,,,,10.0,,,,9.0,,,,,,,,,,,,,,,,,,11.0,,14.5,,,,,,,,,,,,,,,,
2020-06-03,12.0,,,,,,,,,,9.0,,,,,9.0,,,,13.0,,,,,,,,,,,,,,,,,,12.6,,10.5,,,,,,,,,,,,,,,,
2020-06-04,13.66666667,,,,,,,,,,6.0,,,,,11.0,,,,15.0,,,,,,,,,,,,,,,,,,12.8,,12.5,,,,,,,,,,,,,,,,
2020-06-05,13.25,,,,,,,,,,7.0,,,,,10.0,,,,16.0,,,,,,,,,,,,,,,,,,10.0,,11.5,,,,,,,,,,,,,,,,
2020-06-06,10.58333333,,,,,,,,,,5.0,,,,,8.0,,,,12.0,,,,,,,,,,,,,,,,,,9.6,,9.0,,,,,,,,,,,,,,,,
2020-06-07,8.25,,,,,,,,,,4.0,,,,,8.0,,,,17.0,,,,,,,,,,,,,,,,,,9.0,,7.0,,,,,,,,,,,,,,,,
2020-06-08,10.58333333,,,,,,,,,,4.0,,,,,7.0,,,,15.0,,,,,,,,,,,,,,,,,,10.6,,14.0,,,,,,,,,,,,,,,,
2020-06-09,11.66666667,,,,,,,,,,6.0,,,,,8.0,,,,11.0,,,,,,,,,,,,,,,,,,12.0,,9.0,,,,,,,,,,,,,,,,
2020-06-10,11.16666667,,,,,,,,,,9.0,,,,,8.0,,,,14.0,,,,,,,,,,,,,,,,,,9.8,,12.5,,,,,,,,,,,,,,,,
2020-06-11,14.16666667,,,,,,,,,,7.0,,,,,12.0,,,,11.0,,,,,,,,,,,,,,,,,,12.4,,16.5,,,,,,,,,,,,,,,,
2020-06-12,11.91666667,,,,,,,,,,7.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,12.0,,11.5,,,,,,,,,,,,,,,,
2020-06-13,11.91666667,,,,,,,,,,7.0,,,,,8.0,,,,9.0,,,,,,,,,,,,,,,,,,12.6,,12.5,,,,,,,,,,,,,,,,
2020-06-14,12.91666667,,,,,,,,,,8.0,,,,,10.0,,,,11.0,,,,,,,,,,,,,,,,,,13.2,,11.5,,,,,,,,,,,,,,,,
2020-06-15,11.08333333,,,,,,,,,,8.0,,,,,7.0,,,,9.0,,,,,,,,,,,,,,,,,,10.8,,9.0,,,,,,,,,,,,,,,,
2020-06-16,11.75,,,,,,,,,,8.0,,,,,10.0,,,,12.0,,,,,,,,,,,,,,,,,,10.4,,13.5,,,,,,,,,,,,,,,,
2020-06-17,13.5,,,,,,,,,,5.0,,,,,9.0,,,,15.0,,,,,,,,,,,,,,,,,,13.0,,13.0,,,,,,,,,,,,,,,,
2020-06-18,16.33333333,,,,,,,,,,9.0,,,,,10.0,,,,16.0,,,,,,,,,,,,,,,,,,16.2,,15.0,,,,,,,,,,,,,,,,
2020-06-19,14.91666667,,,,,,,,,,7.0,,,,,10.0,,,,13.0,,,,,,,,,,,,,,,,,,13.6,,12.5,,,,,,,,,,,,,,,,
2020-06-20,13.66666667,,,,,,,,,,6.0,,,,,7.0,,,,10.0,,,,,,,,,,,,,,,,,,14.0,,15.0,,,,,,,,,,,,,,,,
2020-06-21,13.16666667,,,,,,,,,,8.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,13.4,,10.5,,,,,,,,,,,,,,,,
2020-06-22,15.66666667,,,,,,,,,,7.0,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,16.4,,12.5,,,,,,,,,,,,,,,,
2020-06-23,15.41666667,,,,,,,,,,7.0,,,,,12.0,,,,13.0,,,,,,,,,,,,,,,,,,15.0,,13.5,,,,,,,,,,,,,,,,
2020-06-24,17.41666667,,,,,,,,,,9.0,,,,,10.0,,,,15.0,,,,,,,,,,,,,,,,,,14.0,,17.5,,,,,,,,,,,,,,,,
2020-06-25,14.0,,,,,,,,,,7.0,,,,,8.0,,,,10.0,,,,,,,,,,,,,,,,,,13.8,,15.0,,,,,,,,,,,,,,,,
2020-06-26,13.08333333,,,,,,,,,,7.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,12.4,,15.0,,,,,,,,,,,,,,,,
2020-06-27,13.75,,,,,,,,,,6.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,14.6,,13.5,,,,,,,,,,,,,,,,
2020-06-28,12.08333333,,,,,,,,,,4.0,,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,,12.6,,10.0,,,,,,,,,,,,,,,,
2020-06-29,11.91666667,,,,,,,,,,6.0,,,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,,12.2,,11.0,,,,,,,,,,,,,,,,
2020-06-30,13.25,,,,,,,,,,6.0,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,10.6,,11.5,,,,,,,,,,,,,,,,
2020-07-01,12.83333333,,,,,,,,,,6.0,,,,,8.0,,,,6.0,,,,,,,,,,,,,,,,,,11.0,,14.0,,,,,,,,,,,,,,,,
2020-07-02,12.08333333,,,,,,,,,,7.0,,,,,8.0,,,,10.0,,,,,,,,,,,,,,,,,,12.8,,16.5,,,,,,,,,,,,,,,,
2020-07-03,13.75,,,,,,,,,,7.0,,,,,10.0,,,,8.0,,,,,,,,,,,,,,,,,,13.0,,15.0,,,,,,,,,,,,,,,,
2020-07-04,15.16666667,,,,,,,,,,12.0,,,,,12.0,,,,14.0,,,,,,,,,,,,,,,,,,17.2,,19.0,,,,,,,,,,,,,,,,
2020-07-05,12.41666667,,,,,,,,,,8.0,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,14.2,,13.0,,,,,,,,,,,,,,,,
2020-07-06,13.0,,,,,,,,,,6.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,8.4,,10.5,,,,,,,,,,,,,,,,
2020-07-07,14.0,,,,,,,,,,9.0,,,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,,9.0,,13.0,,,,,,,,,,,,,,,,
2020-07-08,12.75,,,,,,,,,,7.0,,,,,8.0,,,,16.0,,,,,,,,,,,,,,,,,,11.4,,11.0,,,,,,,,,,,,,,,,
2020-07-09,13.25,,,,,,,,,,8.0,,,,,9.0,,,,10.0,,,,,,,,,,,,,,,,,,11.4,,12.0,,,,,,,,,,,,,,,,
2020-07-10,12.75,,,,,,,,,,6.0,,,,,8.0,,,,9.0,,,,,,,,,,,,,,,,,,14.4,,14.0,,,,,,,,,,,,,,,,
2020-07-11,12.5,,,,,,,,,,7.0,,,,,8.0,,,,13.0,,,,,,,,,,,,,,,,,,13.8,,12.5,,,,,,,,,,,,,,,,
2020-07-12,13.0,,,,,,,,,,6.0,,,,,8.0,,,,10.0,,,,,,,,,,,,,,,,,,11.8,,11.5,,,,,,,,,,,,,,,,
2020-07-13,9.666666667,,,,,,,,,,6.0,,,,,8.0,,,,9.0,,,,,,,,,,,,,,,,,,10.6,,10.0,,,,,,,,,,,,,,,,
2020-07-14,12.58333333,,,,,,,,,,9.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,13.8,,12.0,,,,,,,,,,,,,,,,
2020-07-15,15.0,,,,,,,,,,7.0,,,,,4.0,,,,10.0,,,,,,,,,,,,,,,,,,13.6,,15.0,,,,,,,,,,,,,,,,
2020-07-16,14.08333333,,,,,,,,,,7.0,,,,,2.0,,,,8.0,,,,,,,,,,,,,,,,,,14.4,,13.5,,,,,,,,,,,,,,,,
2020-07-17,12.83333333,,,,,,,,,,6.0,,,,,10.0,,,,17.0,,,,,,,,,,,,,,,,,,12.6,,13.5,,,,,,,,,,,,,,,,
2020-07-18,16.5,,,,,,,,,,9.0,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,15.2,,15.5,,,,,,,,,,,,,,,,
2020-07-19,9.75,,,,,,,,,,6.0,,,,,8.0,,,,12.0,,,,,,,,,,,,,,,,,,9.8,,9.0,,,,,,,,,,,,,,,,
2020-07-20,16.83333333,,,,,,,,,,10.0,,,,,16.0,,,,17.0,,,,,,,,,,,,,,,,,,14.6,,17.5,,,,,,,,,,,,,,,,
2020-07-21,16.58333333,,,,,,,,,,10.0,,,,,13.0,,,,14.0,,,,,,,,,,,,,,,,,,15.2,,14.5,,,,,,,,,,,,,,,,
2020-07-22,18.41666667,,,,,,,,,,10.0,,,,,14.0,,,,16.0,,,,,,,,,,,,,,,,,,16.6,,19.5,,,,,,,,,,,,,,,,
2020-07-23,13.41666667,,,,,,,,,,8.0,,,,,12.0,,,,19.0,,,,,,,,,,,,,,,,,,12.8,,16.0,,,,,,,,,,,,,,,,
2020-07-24,14.83333333,,,,,,,,,,11.0,,,,,6.0,,,,11.0,,,,,,,,,,,,,,,,,,14.4,,16.5,,,,,,,,,,,,,,,,
2020-07-25,15.16666667,,,,,,,,,,8.0,,,,,7.0,,,,13.0,,,,,,,,,,,,,,,,,,13.0,,9.0,,,,,,,,,,,,,,,,
2020-07-26,13.5,,,,,,,,,,8.0,,,,,10.0,,,,16.0,,,,,,,,,,,,,,,,,,12.2,,11.0,,,,,,,,,,,,,,,,
2020-07-27,9.25,,,,,,,,,,7.0,,,,,6.0,,,,13.0,,,,,,,,,,,,,,,,,,8.4,,9.0,,,,,,,,,,,,,,,,
2020-07-28,11.08333333,,,,,,,,,,7.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,10.8,,8.5,,,,,,,,,,,,,,,,
2020-07-29,13.33333333,,,,,,,,,,7.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,13.6,,11.0,,,,,,,,,,,,,,,,
2020-07-30,11.91666667,,,,,,,,,,4.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,12.4,,13.0,,,,,,,,,,,,,,,,
2020-07-31,11.08333333,,,,,,,,,,5.0,,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,,12.0,,11.0,,,,,,,,,,,,,,,,
2020-08-01,10.83333333,,,,,,,,,,4.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,11.4,,11.5,,,,,,,,,,,,,,,,
2020-08-02,8.916666667,,,,,,,,,,5.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,9.0,,8.0,,,,,,,,,,,,,,,,
2020-08-03,9.083333333,,,,,,,,,,4.0,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,9.6,,8.5,,,,,,,,,,,,,,,,
2020-08-04,10.16666667,,,,,,,,,,5.0,,,,,6.0,,,,9.0,,,,,,,,,,,,,,,,,,11.2,,7.5,,,,,,,,,,,,,,,,
2020-08-05,12.5,,,,,,,,,,4.0,,,,,4.0,,,,9.0,,,,,,,,,,,,,,,,,,13.6,,12.0,,,,,,,,,,,,,,,,
2020-08-06,15.25,,,,,,,,,,7.0,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,14.6,,15.5,,,,,,,,,,,,,,,,
2020-08-07,15.08333333,,,,,,,,,,8.0,,,,,11.0,,,,11.0,,,,,,,,,,,,,,,,,,15.8,,18.5,,,,,,,,,,,,,,,,
2020-08-08,13.25,,,,,,,,,,7.0,,,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,,12.4,,14.0,,,,,,,,,,,,,,,,
2020-08-09,10.08333333,,,,,,,,,,4.0,,,,,8.0,,,,14.0,,,,,,,,,,,,,,,,,,10.8,,10.5,,,,,,,,,,,,,,,,
2020-08-10,9.75,,,,,,,,,,6.0,,,,,8.0,,,,7.0,,,,,,,,,,,,,,,,,,11.0,,12.0,,,,,,,,,,,,,,,,
2020-08-11,10.58333333,,,,,,,,,,6.0,,,,,8.0,,,,11.0,,,,,,,,,,,,,,,,,,14.2,,10.0,,,,,,,,,,,,,,,,
2020-08-12,10.66666667,,,,,,,,,,5.0,,,,,5.0,,,,8.0,,,,,,,,,,,,,,,,,,11.6,,10.5,,,,,,,,,,,,,,,,
2020-08-13,13.5,,,,,,,,,,7.0,,,,,6.0,,,,11.0,,,,,,,,,,,,,,,,,,10.8,,11.5,,,,,,,,,,,,,,,,
2020-08-14,15.5,,,,,,,,,,10.0,,,,,12.0,,,,16.0,,,,,,,,,,,,,,,,,,17.2,,17.5,,,,,,,,,,,,,,,,
2020-08-15,17.0,,,,,,,,,,10.0,,,,,7.0,,,,21.0,,,,,,,,,,,,,,,,,,17.6,,14.0,,,,,,,,,,,,,,,,
2020-08-16,14.58333333,,,,,,,,,,12.0,,,,,13.0,,,,16.0,,,,,,,,,,,,,,,,,,14.2,,16.0,,,,,,,,,,,,,,,,
2020-08-17,17.16666667,,,,,,,,,,12.0,,,,,12.0,,,,13.0,,,,,,,,,,,,,,,,,,17.0,,18.0,,,,,,,,,,,,,,,,
2020-08-18,19.33333333,,,,,,,,,,13.0,,,,,15.0,,,,18.0,,,,,,,,,,,,,,,,,,19.8,,19.0,,,,,,,,,,,,,,,,
2020-08-19,17.5,,,,,,,,,,12.0,,,,,14.0,,,,22.0,,,,,,,,,,,,,,,,,,18.0,,19.0,,,,,,,,,,,,,,,,
2020-08-20,22.16666667,,,,,,,,,,16.0,,,,,19.0,,,,22.0,,,,,,,,,,,,,,,,,,19.6,,21.0,,,,,,,,,,,,,,,,
2020-08-21,15.5,,,,,,,,,,10.0,,,,,12.0,,,,16.0,,,,,,,,,,,,,,,,,,17.2,,18.5,,,,,,,,,,,,,,,,
2020-08-22,13.33333333,,,,,,,,,,8.0,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,14.2,,15.0,,,,,,,,,,,,,,,,
2020-08-23,13.25,,,,,,,,,,7.0,,,,,10.0,,,,11.0,,,,,,,,,,,,,,,,,,12.8,,14.0,,,,,,,,,,,,,,,,
2020-08-24,15.58333333,,,,,,,,,,10.0,,,,,12.0,,,,11.0,,,,,,,,,,,,,,,,,,16.4,,16.5,,,,,,,,,,,,,,,,
2020-08-25,15.41666667,,,,,,,,,,10.0,,,,,12.0,,,,18.0,,,,,,,,,,,,,,,,,,16.2,,16.0,,,,,,,,,,,,,,,,
2020-08-26,14.0,,,,,,,,,,9.0,,,,,10.0,,,,12.0,,,,,,,,,,,,,,,,,,13.6,,14.0,,,,,,,,,,,,,,,,
2020-08-27,13.33333333,,,,,,,,,,7.0,,,,,12.0,,,,13.0,,,,,,,,,,,,,,,,,,13.6,,14.0,,,,,,,,,,,,,,,,
2020-08-28,13.83333333,,,,,,,,,,7.0,,,,,10.0,,,,12.0,,,,,,,,,,,,,,,,,,16.8,,15.5,,,,,,,,,,,,,,,,
2020-08-29,14.75,,,,,,,,,,8.0,,,,,12.0,,,,16.0,,,,,,,,,,,,,,,,,,12.0,,16.5,,,,,,,,,,,,,,,,
2020-08-30,18.16666667,,,,,,,,,,13.0,,,,,14.0,,,,18.0,,,,,,,,,,,,,,,,,,13.8,,17.5,,,,,,,,,,,,,,,,
2020-08-31,14.33333333,,,,,,,,,,13.0,,,,,12.0,,,,15.0,,,,,,,,,,,,,,,,,,10.2,,13.0,,,,,,,,,,,,,,,,
2020-09-01,14.41666667,,,,,,,,,,9.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,16.0,,16.5,,,,,,,,,,,,,,,,
2020-09-02,22.58333333,,,,,,,,,,11.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,22.4,,17.5,,,,,,,,,,,,,,,,
2020-09-03,18.25,,,,,,,,,,7.0,,,,,12.0,,,,12.0,,,,,,,,,,,,,,,,,,18.8,,14.0,,,,,,,,,,,,,,,,
2020-09-04,15.16666667,,,,,,,,,,10.0,,,,,12.0,,,,14.0,,,,,,,,,,,,,,,,,,14.0,,15.5,,,,,,,,,,,,,,,,
2020-09-05,13.08333333,,,,,,,,,,12.0,,,,,9.0,,,,14.0,,,,,,,,,,,,,,,,,,11.4,,12.0,,,,,,,,,,,,,,,,
2020-09-06,10.75,,,,,,,,,,8.0,,,,,7.0,,,,9.0,,,,,,,,,,,,,,,,,,10.4,,9.5,,,,,,,,,,,,,,,,
2020-09-07,11.41666667,,,,,,,,,,6.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,11.4,,11.0,,,,,,,,,,,,,,,,
2020-09-08,13.66666667,,,,,,,,,,6.0,,,,,10.0,,,,12.0,,,,,,,,,,,,,,,,,,12.6,,16.5,,,,,,,,,,,,,,,,
2020-09-09,18.75,,,,,,,,,,8.0,,,,,13.0,,,,15.0,,,,,,,,,,,,,,,,,,17.6,,21.0,,,,,,,,,,,,,,,,
2020-09-10,15.25,,,,,,,,,,9.0,,,,,11.0,,,,17.0,,,,,,,,,,,,,,,,,,13.4,,16.0,,,,,,,,,,,,,,,,
2020-09-11,11.58333333,,,,,,,,,,8.0,,,,,8.0,,,,17.0,,,,,,,,,,,,,,,,,,10.0,,7.5,,,,,,,,,,,,,,,,
2020-09-12,11.5,,,,,,,,,,9.0,,,,,10.0,,,,13.0,,,,,,,,,,,,,,,,,,10.4,,12.0,,,,,,,,,,,,,,,,
2020-09-13,10.08333333,,,,,,,,,,11.0,,,,,7.0,,,,12.0,,,,,,,,,,,,,,,,,,9.6,,8.0,,,,,,,,,,,,,,,,
2020-09-14,12.25,,,,,,,,,,7.0,,,,,8.0,,,,12.0,,,,,,,,,,,,,,,,,,11.2,,8.0,,,,,,,,,,,,,,,,
2020-09-15,13.91666667,,,,,,,,,,8.0,,,,,9.0,,,,8.0,,,,,,,,,,,,,,,,,,13.2,,13.0,,,,,,,,,,,,,,,,
2020-09-16,13.16666667,,,,,,,,,,6.0,,,,,10.0,,,,11.0,,,,,,,,,,,,,,,,,,14.2,,9.5,,,,,,,,,,,,,,,,
2020-09-17,12.16666667,,,,,,,,,,5.0,,,,,8.0,,,,13.0,,,,,,,,,,,,,,,,,,12.4,,13.0,,,,,,,,,,,,,,,,
2020-09-18,14.33333333,,,,,,,,,,7.0,,,,,12.0,,,,12.0,,,,,,,,,,,,,,,,,,13.4,,12.5,,,,,,,,,,,,,,,,
2020-09-19,9.583333333,,,,,,,,,,3.0,,,,,5.0,,,,7.0,,,,,,,,,,,,,,,,,,10.2,,7.5,,,,,,,,,,,,,,,,
2020-09-20,9.416666667,,,,,,,,,,4.0,,,,,6.0,,,,14.0,,,,,,,,,,,,,,,,,,10.0,,6.0,,,,,,,,,,,,,,,,
2020-09-21,16.16666667,,,,,,,,,,11.0,,,,,12.0,,,,18.0,,,,,,,,,,,,,,,,,,14.2,,13.5,,,,,,,,,,,,,,,,
2020-09-22,19.91666667,,,,,,,,,,15.0,,,,,16.0,,,,14.0,,,,,,,,,,,,,,,,,,21.6,,17.5,,,,,,,,,,,,,,,,
2020-09-23,24.08333333,,,,,,,,,,14.0,,,,,20.0,,,,22.0,,,,,,,,,,,,,,,,,,25.4,,25.0,,,,,,,,,,,,,,,,
2020-09-24,12.16666667,,,,,,,,,,5.0,,,,,7.0,,,,9.0,,,,,,,,,,,,,,,,,,15.0,,13.0,,,,,,,,,,,,,,,,
2020-09-25,12.0,,,,,,,,,,7.0,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,12.8,,11.5,,,,,,,,,,,,,,,,
2020-09-26,9.666666667,,,,,,,,,,6.0,,,,,8.0,,,,9.0,,,,,,,,,,,,,,,,,,14.0,,12.0,,,,,,,,,,,,,,,,
2020-09-27,8.75,,,,,,,,,,6.0,,,,,7.0,,,,13.0,,,,,,,,,,,,,,,,,,10.4,,7.5,,,,,,,,,,,,,,,,
2020-09-28,11.75,,,,,,,,,,5.0,,,,,10.0,,,,9.0,,,,,,,,,,,,,,,,,,13.8,,14.5,,,,,,,,,,,,,,,,
2020-09-29,8.916666667,,,,,,,,,,5.0,,,,,7.0,,,,9.0,,,,,,,,,,,,,,,,,,11.4,,11.5,,,,,,,,,,,,,,,,
2020-09-30,14.58333333,,,,,,,,,,6.0,,,,,8.0,,,,7.0,,,,,,,,,,,,,,,,,,15.8,,17.0,,,,,,,,,,,,,,,,
2020-10-01,12.91666667,,,,,,,,,,6.0,,,,,8.0,,,,6.0,,,,,,,,,,,,,,,,,,14.0,,16.0,,,,,,,,,,,,,,,,
2020-10-02,13.5,,,,,,,,,,6.0,,,,,8.0,,,,10.0,,,,,,,,,,,,,,,,,,15.0,,16.5,,,,,,,,,,,,,,,,
2020-10-03,14.33333333,,,,,,,,,,8.0,,,,,14.0,,,,15.0,,,,,,,,,,,,,,,,,,13.6,,16.0,,,,,,,,,,,,,,,,
2020-10-04,10.83333333,,,,,,,,,,8.0,,,,,8.0,,,,14.0,,,,,,,,,,,,,,,,,,10.8,,9.5,,,,,,,,,,,,,,,,
2020-10-05,14.33333333,,,,,,,,,,14.0,,,,,14.0,,,,15.0,,,,,,,,,,,,,,,,,,17.2,,16.5,,,,,,,,,,,,,,,,
2020-10-06,18.08333333,,,,,,,,,,9.0,,,,,15.0,,,,16.0,,,,,,,,,,,,,,,,,,18.8,,19.0,,,,,,,,,,,,,,,,
2020-10-07,18.83333333,,,,,,,,,,12.0,,,,,14.0,,,,14.0,,,,,,,,,,,,,,,,,,21.8,,23.0,,,,,,,,,,,,,,,,
2020-10-08,13.41666667,,,,,,,,,,9.0,,,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,,13.4,,15.0,,,,,,,,,,,,,,,,
2020-10-09,12.41666667,,,,,,,,,,8.0,,,,,10.0,,,,8.0,,,,,,,,,,,,,,,,,,12.8,,15.5,,,,,,,,,,,,,,,,
