Date,Bangkok,Kanchanaburi,Kamphaeng Phet,Khon Kaen,Chanthaburi,Chachoengsao,Chonburi,Trang,Trat,Tak,Nakhon Pathom,Nakhon Phanom,Nakhon Ratchasima,Nakhon Si Thammarat,Nakhon Sawan,Nonthaburi,Narathiwat,Nan,Buriram,Pathum Thani,Prachuap Khiri Khan,Prachinburi,Phra Nakhon Si Ayutthaya,Phayao,Phichit,Phitsanulok,Phuket,Mukdahan,Yala,Rayong,Ratchaburi,Lopburi,Lampang,Lamphun,Sakon Nakhon,Songkhla,Satun,Samut Prakan,Samut Songkhram,Samut Sakhon,Saraburi,Sa Kaeo,Suphan Buri,Surat Thani,Sukhothai,Nong Khai,Udon Thani,Uttaradit,Uthai Thani,Ubon Ratchathani,Chiang Rai,Chiang Mai,Phetchabun,Loei,Mae Hong Son,Phrae
9/20/2020,9.416666667,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2020,16.16666667,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2020,19.91666667,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2020,24.08333333,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2020,12.16666667,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2020,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2020,9.666666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2020,8.75,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2020,11.75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2020,8.916666667,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2020,14.58333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2020,12.91666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2020,13.5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2020,14.33333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2020,10.83333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/5/2020,14.33333333,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/6/2020,18.08333333,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2020,18.83333333,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2020,13.41666667,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2020,12.41666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2020,14.83333333,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2020,17.41666667,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2020,27,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/2020,20.25,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/2020,20.08333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2020,16.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2020,14.66666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2020,11.16666667,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/18/2020,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/19/2020,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2020,17.58333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/2020,16.58333333,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2020,20.25,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2020,27.08333333,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2020,28.83333333,0,0,0,0,0,0,0,0,0,37,0,0,0,0,27,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/25/2020,36.33333333,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/2020,40.58333333,0,0,0,0,0,0,0,0,0,41,0,0,0,0,31,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2020,27.33333333,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2020,25.25,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2020,18.66666667,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2020,15.91666667,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2020,18.5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2020,16.91666667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2020,22.75,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/2020,19.33333333,0,0,0,0,0,0,0,0,0,25,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2020,25.41666667,0,0,0,0,0,0,0,0,0,32,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/5/2020,25.58333333,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/6/2020,27.5,0,0,0,0,0,0,0,0,0,28,0,0,0,0,26,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/7/2020,19.75,0,0,0,0,0,0,0,0,0,23,0,0,0,0,18,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2020,36,0,0,0,0,0,0,0,0,0,31,0,0,0,0,33,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/9/2020,32.16666667,0,0,0,0,0,0,0,0,0,29,0,0,0,0,30,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2020,33.91666667,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2020,29,0,0,0,0,0,0,0,0,0,24,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/12/2020,25.33333333,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/2020,33.16666667,0,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/14/2020,39.91666667,0,0,0,0,0,0,0,0,0,47,0,0,0,0,38,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/15/2020,47.16666667,0,0,0,0,0,0,0,0,0,43,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,0,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/16/2020,24.91666667,0,0,0,0,0,0,0,0,0,36,0,0,0,0,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/2020,31.33333333,0,0,0,0,0,0,0,0,0,33,0,0,0,0,25,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/18/2020,33.5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,32,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,0,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/2020,40.91666667,0,0,0,0,0,0,0,0,0,38,0,0,0,0,37,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4,0,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/2020,36.83333333,0,0,0,0,0,0,0,0,0,44,0,0,0,0,33,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/2020,27,0,0,0,0,0,0,0,0,0,35,0,0,0,0,20,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2020,23.41666667,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/2020,32.41666667,0,0,0,0,0,0,0,0,0,22,0,0,0,0,26,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/2020,20.25,0,0,0,0,0,0,0,0,0,23,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/2020,21.41666667,0,0,0,0,0,0,0,0,0,24,0,0,0,0,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/2020,19.16666667,0,0,0,0,0,0,0,0,0,27,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/2020,15.41666667,0,0,0,0,0,0,0,0,0,17,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/2020,20.83333333,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/2020,20.58333333,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2020,17.33333333,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2020,18.08333333,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/2020,18.83333333,0,0,0,0,0,0,0,0,0,19,0,0,0,0,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3/2020,16.5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2020,21.41666667,0,0,0,0,0,0,0,0,0,25,0,0,0,0,21,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/5/2020,21.41666667,0,0,0,0,0,0,0,0,0,26,0,0,0,0,22,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/6/2020,27.16666667,0,0,0,0,0,0,0,0,0,30,0,0,0,0,25,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/7/2020,31.83333333,0,0,0,0,0,0,0,0,0,40,0,0,0,0,32,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2020,32.66666667,0,0,0,0,0,0,0,0,0,34,0,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2020,34.58333333,0,0,0,0,0,0,0,0,0,37,0,0,0,0,33,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2020,45.91666667,0,0,0,0,0,0,0,0,0,44,0,0,0,0,42,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2020,52.08333333,0,0,0,0,0,0,0,0,0,47,0,0,0,0,46,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2020,51.41666667,0,0,0,0,0,0,0,0,0,49,0,0,0,0,45,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,0,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2020,53.33333333,0,0,0,0,0,0,0,0,0,41,0,0,0,0,46,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2020,62.66666667,0,0,0,0,0,0,0,0,0,44,0,0,0,0,52,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2020,60.16666667,0,0,0,0,0,0,0,0,0,52,0,0,0,0,57,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/16/2020,39.5,0,0,0,0,0,0,0,0,0,36,0,0,0,0,38,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/2020,32.75,0,0,0,0,0,0,0,0,0,31,0,0,0,0,24,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/2020,29.16666667,0,0,0,0,0,0,0,0,0,32,0,0,0,0,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/19/2020,22.66666667,0,0,0,0,0,0,0,0,0,22,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/2020,23.25,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/21/2020,26.66666667,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/22/2020,36,0,0,0,0,0,0,0,0,0,33,0,0,0,0,12,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/23/2020,43.83333333,0,0,0,0,0,0,0,0,0,44,0,0,0,0,18,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/24/2020,44,0,0,0,0,0,0,0,0,0,47,0,0,0,0,17,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,0,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/2020,38.75,0,0,0,0,0,0,0,0,0,38,0,0,0,0,15,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2020,36.58333333,0,0,0,0,0,0,0,0,0,47,0,0,0,0,17,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/2020,35.83333333,0,0,0,0,0,0,0,0,0,45,0,0,0,0,14,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/28/2020,27.41666667,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/2020,31.91666667,0,0,0,0,0,0,0,0,0,31,0,0,0,0,12,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2020,29.5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2020,20.33333333,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2021,24.16666667,23,0,32,0,15,17,0,16,0,21,21,21,17,20,20,18,24,0,23,0,22,16,27,0,38,23,0,12,16,11,0,23,17,0,20,18,23,17,25.5,27,10,19,19,0,32,0,0,0,14,22,28,0,8,33,30
1/2/2021,28.66666667,28,0,39,0,19,21,0,17,25,30,25,25,17,27,24,15,29,0,24,0,25,21,37,0,44,24,0,14,18,12,0,34,26,0,16,13,28.8,21,31,30,14,26,19,0,57,0,0,0,24,26,28,0,10,29,31
1/3/2021,40.91666667,40,0,54,0,28,29,0,21,33,45,24,36,15,38,34,15,31,0,34,0,34,30,49,0,57,27,0,12,29,14,0,38,28,0,15,12,42,36,43.5,39,17,41,22,0,73,0,0,0,23,30,35,0,10,28,37
1/4/2021,39,33,0,32,0,23,22,0,19,38,38,28,25,17,35,29,12,32,0,30,0,24,21,46,0,61,27,0,8,26,15,0,34,31,0,12,9,34.6,34,46,32,9,35,23,0,47,0,0,0,15,34,40,0,9,34,35
1/5/2021,39.41666667,35,0,44,0,28,26,0,19,51,37,28,42,14,37,32,8,28,0,33,0,28,27,46,0,51,27,0,8,26,14,0,36,25,0,14,11,46.2,32,55,36,19,34,19,0,48,0,0,0,34,40,42,0,8,30,32
